time,outdoor_PM2.5_conc_(µg/m3),outdoor_US_AQI,outdoor_category
2022-09-16,32.3,93,Moderate
2022-09-16,33.7,96,Moderate
2022-09-17,34,97,Moderate
2022-09-17,36.8,104,Unhealthy for Sensitive Groups
2022-09-17,38.2,107,Unhealthy for Sensitive Groups
2022-09-17,43.2,119,Unhealthy for Sensitive Groups
2022-09-17,40.3,112,Unhealthy for Sensitive Groups
2022-09-17,40.7,113,Unhealthy for Sensitive Groups
2022-09-17,61,153,Unhealthy
2022-09-17,59,152,Unhealthy
2022-09-17,59.8,153,Unhealthy
2022-09-17,59,152,Unhealthy
2022-09-17,48,131,Unhealthy for Sensitive Groups
2022-09-17,42,117,Unhealthy for Sensitive Groups
2022-09-17,30.2,89,Moderate
2022-09-17,35,99,Moderate
2022-09-17,37,104,Unhealthy for Sensitive Groups
2022-09-17,34.5,98,Moderate
2022-09-17,38.7,108,Unhealthy for Sensitive Groups
2022-09-17,35,99,Moderate
2022-09-17,47.5,130,Unhealthy for Sensitive Groups
2022-09-17,61.7,154,Unhealthy
2022-09-17,84,165,Unhealthy
2022-09-17,102.3,175,Unhealthy
2022-09-17,109.5,178,Unhealthy
2022-09-17,117.2,182,Unhealthy
2022-09-18,99,173,Unhealthy
2022-09-18,78.2,162,Unhealthy
2022-09-18,86.7,167,Unhealthy
2022-09-18,96.7,172,Unhealthy
2022-09-18,108,178,Unhealthy
2022-09-18,92.5,170,Unhealthy
2022-09-18,91.8,169,Unhealthy
2022-09-18,94.2,170,Unhealthy
2022-09-18,72.7,159,Unhealthy
2022-09-18,72.5,159,Unhealthy
2022-09-18,61.2,153,Unhealthy
2022-09-18,50,136,Unhealthy for Sensitive Groups
2022-09-18,49.8,136,Unhealthy for Sensitive Groups
2022-09-18,47.5,130,Unhealthy for Sensitive Groups
2022-09-18,49.5,135,Unhealthy for Sensitive Groups
2022-09-18,48.8,133,Unhealthy for Sensitive Groups
2022-09-18,61.8,154,Unhealthy
2022-09-18,70,158,Unhealthy
2022-09-18,58,152,Unhealthy
2022-09-18,55,149,Unhealthy for Sensitive Groups
2022-09-18,55.3,149,Unhealthy for Sensitive Groups
2022-09-18,47.2,129,Unhealthy for Sensitive Groups
2022-09-18,57.8,152,Unhealthy
2022-09-18,59.5,153,Unhealthy
2022-09-19,56,151,Unhealthy
2022-09-19,56.3,151,Unhealthy
2022-09-19,56,151,Unhealthy
2022-09-19,66,156,Unhealthy
2022-09-19,70.3,158,Unhealthy
2022-09-19,88,167,Unhealthy
2022-09-19,79.7,163,Unhealthy
2022-09-19,75.5,161,Unhealthy
2022-09-19,72.3,159,Unhealthy
2022-09-19,68.3,157,Unhealthy
2022-09-19,60,153,Unhealthy
2022-09-19,33.2,95,Moderate
2022-09-19,39,109,Unhealthy for Sensitive Groups
2022-09-19,39,109,Unhealthy for Sensitive Groups
2022-09-19,32.5,93,Moderate
2022-09-19,32,92,Moderate
2022-09-19,31.7,92,Moderate
2022-09-19,32.3,93,Moderate
2022-09-19,33.8,96,Moderate
2022-09-19,38,107,Unhealthy for Sensitive Groups
2022-09-19,34.7,98,Moderate
2022-09-19,30.5,89,Moderate
2022-09-19,35.7,101,Unhealthy for Sensitive Groups
2022-09-19,37,104,Unhealthy for Sensitive Groups
2022-09-20,32.7,94,Moderate
2022-09-20,36,102,Unhealthy for Sensitive Groups
2022-09-20,40.7,113,Unhealthy for Sensitive Groups
2022-09-20,50,136,Unhealthy for Sensitive Groups
2022-09-20,55.3,149,Unhealthy for Sensitive Groups
2022-09-20,57.3,151,Unhealthy
2022-09-20,74.3,160,Unhealthy
2022-09-20,80,163,Unhealthy
2022-09-20,79.7,163,Unhealthy
2022-09-20,76.8,161,Unhealthy
2022-09-20,61.3,153,Unhealthy
2022-09-20,37.7,106,Unhealthy for Sensitive Groups
2022-09-20,38,107,Unhealthy for Sensitive Groups
2022-09-20,44,121,Unhealthy for Sensitive Groups
2022-09-20,43.7,121,Unhealthy for Sensitive Groups
2022-09-20,45,124,Unhealthy for Sensitive Groups
2022-09-20,34.2,97,Moderate
2022-09-20,38.3,107,Unhealthy for Sensitive Groups
2022-09-20,42,117,Unhealthy for Sensitive Groups
2022-09-20,46,126,Unhealthy for Sensitive Groups
2022-09-20,43.5,120,Unhealthy for Sensitive Groups
2022-09-20,42.8,118,Unhealthy for Sensitive Groups
2022-09-20,47,129,Unhealthy for Sensitive Groups
2022-09-20,49,134,Unhealthy for Sensitive Groups
2022-09-21,51.3,139,Unhealthy for Sensitive Groups
2022-09-21,54.8,148,Unhealthy for Sensitive Groups
2022-09-21,56.7,151,Unhealthy
2022-09-21,58.3,152,Unhealthy
2022-09-21,61.3,153,Unhealthy
2022-09-21,65.5,156,Unhealthy
2022-09-21,69.3,158,Unhealthy
2022-09-21,71.5,159,Unhealthy
2022-09-21,72.2,159,Unhealthy
2022-09-21,72.7,159,Unhealthy
2022-09-21,65,155,Unhealthy
2022-09-21,56.7,151,Unhealthy
2022-09-21,42.3,117,Unhealthy for Sensitive Groups
2022-09-21,39.3,110,Unhealthy for Sensitive Groups
2022-09-21,64.8,155,Unhealthy
2022-09-21,59,152,Unhealthy
2022-09-21,59.5,153,Unhealthy
2022-09-21,61.5,154,Unhealthy
2022-09-21,63.3,155,Unhealthy
2022-09-21,66.3,156,Unhealthy
2022-09-21,56,151,Unhealthy
2022-09-21,52.7,143,Unhealthy for Sensitive Groups
2022-09-21,55.3,149,Unhealthy for Sensitive Groups
2022-09-21,56,151,Unhealthy
2022-09-22,57,151,Unhealthy
2022-09-22,58,152,Unhealthy
2022-09-22,58,152,Unhealthy
2022-09-22,59,152,Unhealthy
2022-09-22,72.7,159,Unhealthy
2022-09-22,78.8,163,Unhealthy
2022-09-22,76.2,161,Unhealthy
2022-09-22,78.7,162,Unhealthy
2022-09-22,70.7,158,Unhealthy
2022-09-22,53,144,Unhealthy for Sensitive Groups
2022-09-22,36,102,Unhealthy for Sensitive Groups
2022-09-22,38.3,107,Unhealthy for Sensitive Groups
2022-09-22,31.3,91,Moderate
2022-09-22,30.3,89,Moderate
2022-09-22,47.3,130,Unhealthy for Sensitive Groups
2022-09-22,34.7,98,Moderate
2022-09-22,47.5,130,Unhealthy for Sensitive Groups
2022-09-22,54.8,148,Unhealthy for Sensitive Groups
2022-09-22,54.3,147,Unhealthy for Sensitive Groups
2022-09-22,53.7,145,Unhealthy for Sensitive Groups
2022-09-22,49,134,Unhealthy for Sensitive Groups
2022-09-22,48.5,133,Unhealthy for Sensitive Groups
2022-09-22,48.3,132,Unhealthy for Sensitive Groups
2022-09-22,45.7,126,Unhealthy for Sensitive Groups
2022-09-23,49,134,Unhealthy for Sensitive Groups
2022-09-23,45,124,Unhealthy for Sensitive Groups
2022-09-23,44.8,123,Unhealthy for Sensitive Groups
2022-09-23,47.5,130,Unhealthy for Sensitive Groups
2022-09-23,53.7,145,Unhealthy for Sensitive Groups
2022-09-23,51.7,140,Unhealthy for Sensitive Groups
2022-09-23,61.5,154,Unhealthy
2022-09-23,81.8,164,Unhealthy
2022-09-23,70.8,158,Unhealthy
2022-09-23,61.3,153,Unhealthy
2022-09-23,60.3,153,Unhealthy
2022-09-23,48.3,132,Unhealthy for Sensitive Groups
2022-09-23,42.3,117,Unhealthy for Sensitive Groups
2022-09-23,47,129,Unhealthy for Sensitive Groups
2022-09-23,57,151,Unhealthy
2022-09-23,60,153,Unhealthy
2022-09-23,54.3,147,Unhealthy for Sensitive Groups
2022-09-23,35.8,101,Unhealthy for Sensitive Groups
2022-09-23,38.3,107,Unhealthy for Sensitive Groups
2022-09-23,35,99,Moderate
2022-09-23,37.3,105,Unhealthy for Sensitive Groups
2022-09-23,44,121,Unhealthy for Sensitive Groups
2022-09-23,44,121,Unhealthy for Sensitive Groups
2022-09-23,46.7,128,Unhealthy for Sensitive Groups
2022-09-24,40.8,114,Unhealthy for Sensitive Groups
2022-09-24,41,114,Unhealthy for Sensitive Groups
2022-09-24,40.7,113,Unhealthy for Sensitive Groups
2022-09-24,44.7,123,Unhealthy for Sensitive Groups
2022-09-24,51.7,140,Unhealthy for Sensitive Groups
2022-09-24,42.2,117,Unhealthy for Sensitive Groups
2022-09-24,45.5,125,Unhealthy for Sensitive Groups
2022-09-24,42,117,Unhealthy for Sensitive Groups
2022-09-24,53.3,144,Unhealthy for Sensitive Groups
2022-09-24,56.7,151,Unhealthy
2022-09-24,44.3,122,Unhealthy for Sensitive Groups
2022-09-24,35,99,Moderate
2022-09-24,39.3,110,Unhealthy for Sensitive Groups
2022-09-24,34.5,98,Moderate
2022-09-24,35.3,99,Moderate
2022-09-24,34.3,97,Moderate
2022-09-24,33,94,Moderate
2022-09-24,43,119,Unhealthy for Sensitive Groups
2022-09-24,44.3,122,Unhealthy for Sensitive Groups
2022-09-24,40.7,113,Unhealthy for Sensitive Groups
2022-09-24,37,104,Unhealthy for Sensitive Groups
2022-09-24,40.3,112,Unhealthy for Sensitive Groups
2022-09-24,38.7,108,Unhealthy for Sensitive Groups
2022-09-24,40,112,Unhealthy for Sensitive Groups
2022-09-25,44.3,122,Unhealthy for Sensitive Groups
2022-09-25,46,126,Unhealthy for Sensitive Groups
2022-09-25,47.7,131,Unhealthy for Sensitive Groups
2022-09-25,50.3,137,Unhealthy for Sensitive Groups
2022-09-25,52.7,143,Unhealthy for Sensitive Groups
2022-09-25,58.8,152,Unhealthy
2022-09-25,62.2,154,Unhealthy
2022-09-25,61,153,Unhealthy
2022-09-25,59.8,153,Unhealthy
2022-09-25,48.3,132,Unhealthy for Sensitive Groups
2022-09-25,47.7,131,Unhealthy for Sensitive Groups
2022-09-25,57.3,151,Unhealthy
2022-09-25,51,139,Unhealthy for Sensitive Groups
2022-09-25,49,134,Unhealthy for Sensitive Groups
2022-09-25,48.3,132,Unhealthy for Sensitive Groups
2022-09-25,43.3,120,Unhealthy for Sensitive Groups
2022-09-25,36.3,102,Unhealthy for Sensitive Groups
2022-09-25,42,117,Unhealthy for Sensitive Groups
2022-09-25,43.3,120,Unhealthy for Sensitive Groups
2022-09-25,45.5,125,Unhealthy for Sensitive Groups
2022-09-25,49.2,134,Unhealthy for Sensitive Groups
2022-09-25,53.7,145,Unhealthy for Sensitive Groups
2022-09-25,51,139,Unhealthy for Sensitive Groups
2022-09-25,54.3,147,Unhealthy for Sensitive Groups
2022-09-26,57,151,Unhealthy
2022-09-26,61,153,Unhealthy
2022-09-26,61.2,153,Unhealthy
2022-09-26,65.8,156,Unhealthy
2022-09-26,68,157,Unhealthy
2022-09-26,69,157,Unhealthy
2022-09-26,68.3,157,Unhealthy
2022-09-26,70,158,Unhealthy
2022-09-26,66.3,156,Unhealthy
2022-09-26,68,157,Unhealthy
2022-09-26,55.5,151,Unhealthy
2022-09-26,45,124,Unhealthy for Sensitive Groups
2022-09-26,51.7,140,Unhealthy for Sensitive Groups
2022-09-26,37.3,105,Unhealthy for Sensitive Groups
2022-09-26,41.3,115,Unhealthy for Sensitive Groups
2022-09-26,47,129,Unhealthy for Sensitive Groups
2022-09-26,53.8,146,Unhealthy for Sensitive Groups
2022-09-26,52.2,142,Unhealthy for Sensitive Groups
2022-09-26,54.2,147,Unhealthy for Sensitive Groups
2022-09-26,54.7,148,Unhealthy for Sensitive Groups
2022-09-26,56.3,151,Unhealthy
2022-09-26,56.7,151,Unhealthy
2022-09-26,57,151,Unhealthy
2022-09-26,61.8,154,Unhealthy
2022-09-27,64.5,155,Unhealthy
2022-09-27,71,159,Unhealthy
2022-09-27,69,157,Unhealthy
2022-09-27,68.3,157,Unhealthy
2022-09-27,69.7,158,Unhealthy
2022-09-27,68.5,157,Unhealthy
2022-09-27,53,144,Unhealthy for Sensitive Groups
2022-09-27,46.7,128,Unhealthy for Sensitive Groups
2022-09-27,50.2,137,Unhealthy for Sensitive Groups
2022-09-27,52.7,143,Unhealthy for Sensitive Groups
2022-09-27,52.7,143,Unhealthy for Sensitive Groups
2022-09-27,52.3,142,Unhealthy for Sensitive Groups
2022-09-27,55.7,151,Unhealthy
2022-09-27,66.2,156,Unhealthy
2022-09-27,66.8,156,Unhealthy
2022-09-27,67.7,157,Unhealthy
2022-09-27,68.7,157,Unhealthy
2022-09-27,70,158,Unhealthy
2022-09-27,69.7,158,Unhealthy
2022-09-27,69.2,158,Unhealthy
2022-09-27,71.5,159,Unhealthy
2022-09-27,70,158,Unhealthy
2022-09-27,79.3,163,Unhealthy
2022-09-27,85.2,166,Unhealthy
2022-09-28,94.5,171,Unhealthy
2022-09-28,89,168,Unhealthy
2022-09-28,94,170,Unhealthy
2022-09-28,93.3,170,Unhealthy
2022-09-28,91,169,Unhealthy
2022-09-28,95.5,171,Unhealthy
2022-09-28,101.5,174,Unhealthy
2022-09-28,102,175,Unhealthy
2022-09-28,102.3,175,Unhealthy
2022-09-28,93.3,170,Unhealthy
2022-09-28,86.3,166,Unhealthy
2022-09-28,77,162,Unhealthy
2022-09-28,79,163,Unhealthy
2022-09-28,84.8,166,Unhealthy
2022-09-28,88,167,Unhealthy
2022-09-28,84.3,165,Unhealthy
2022-09-28,61,153,Unhealthy
2022-09-28,55,149,Unhealthy for Sensitive Groups
2022-09-28,60.3,153,Unhealthy
2022-09-28,62.3,154,Unhealthy
2022-09-28,63.3,155,Unhealthy
2022-09-28,64.2,155,Unhealthy
2022-09-28,70,158,Unhealthy
2022-09-28,67.5,157,Unhealthy
2022-09-29,67,156,Unhealthy
2022-09-29,66,156,Unhealthy
2022-09-29,74,160,Unhealthy
2022-09-29,72.7,159,Unhealthy
2022-09-29,78,162,Unhealthy
2022-09-29,75,161,Unhealthy
2022-09-29,84.7,166,Unhealthy
2022-09-29,91,169,Unhealthy
2022-09-29,92.3,170,Unhealthy
2022-09-29,76.3,161,Unhealthy
2022-09-29,73.8,160,Unhealthy
2022-09-29,77.2,162,Unhealthy
2022-09-29,68.2,157,Unhealthy
2022-09-29,73.5,160,Unhealthy
2022-09-29,80,163,Unhealthy
2022-09-29,79,163,Unhealthy
2022-09-29,79,163,Unhealthy
2022-09-29,80.5,163,Unhealthy
2022-09-29,81.5,164,Unhealthy
2022-09-29,82.7,165,Unhealthy
2022-09-29,85,166,Unhealthy
2022-09-29,77.3,162,Unhealthy
2022-09-29,85.7,166,Unhealthy
2022-09-29,86.5,167,Unhealthy
2022-09-30,84.8,166,Unhealthy
2022-09-30,83.5,165,Unhealthy
2022-09-30,84.5,165,Unhealthy
2022-09-30,80.7,164,Unhealthy
2022-09-30,84.7,166,Unhealthy
2022-09-30,103.7,175,Unhealthy
2022-09-30,109,178,Unhealthy
2022-09-30,109,178,Unhealthy
2022-09-30,102,175,Unhealthy
2022-09-30,89.2,168,Unhealthy
2022-09-30,86.7,167,Unhealthy
2022-09-30,84.3,165,Unhealthy
2022-09-30,67.7,157,Unhealthy
2022-09-30,58.3,152,Unhealthy
2022-09-30,65,155,Unhealthy
2022-09-30,62.5,154,Unhealthy
2022-09-30,64.7,155,Unhealthy
2022-09-30,76,161,Unhealthy
2022-09-30,86.3,166,Unhealthy
2022-09-30,84.5,165,Unhealthy
2022-09-30,83.3,165,Unhealthy
2022-09-30,78,162,Unhealthy
2022-09-30,81.8,164,Unhealthy
2022-09-30,84.2,165,Unhealthy
2022-09-31,87,167,Unhealthy
2022-09-31,91.7,169,Unhealthy
2022-09-31,94.3,171,Unhealthy
2022-09-31,92.3,170,Unhealthy
2022-09-31,106.2,177,Unhealthy
2022-09-31,107.2,177,Unhealthy
2022-09-31,110,179,Unhealthy
2022-09-31,105,176,Unhealthy
2022-09-31,106.3,177,Unhealthy
2022-09-31,105.8,176,Unhealthy
2022-09-31,99,173,Unhealthy
2022-09-31,91.2,169,Unhealthy
2022-09-31,87.5,167,Unhealthy
2022-09-31,85,166,Unhealthy
2022-09-31,92.7,170,Unhealthy
2022-09-31,89,168,Unhealthy
2022-09-31,86,166,Unhealthy
2022-09-31,82,164,Unhealthy
2022-09-31,69.5,158,Unhealthy
2022-09-31,68,157,Unhealthy
2022-09-31,67.5,157,Unhealthy
2022-09-31,68,157,Unhealthy
2022-09-31,113.7,181,Unhealthy
2022-09-31,120.7,184,Unhealthy
2022-10-01,142.2,195,Unhealthy
2022-10-01,112.5,180,Unhealthy
2022-10-01,98,172,Unhealthy
2022-10-01,98,172,Unhealthy
2022-10-01,99.2,173,Unhealthy
2022-10-01,104,176,Unhealthy
2022-10-01,100,173,Unhealthy
2022-10-01,107,177,Unhealthy
2022-10-01,116.3,182,Unhealthy
2022-10-01,163.2,213,Very Unhealthy
2022-10-01,127,187,Unhealthy
2022-10-01,117.7,183,Unhealthy
2022-10-01,101.3,174,Unhealthy
2022-10-01,60.2,153,Unhealthy
2022-10-01,68.2,157,Unhealthy
2022-10-01,89.3,168,Unhealthy
2022-10-01,89,168,Unhealthy
2022-10-01,103,175,Unhealthy
2022-10-01,104,176,Unhealthy
2022-10-01,98.5,173,Unhealthy
2022-10-01,92.7,170,Unhealthy
2022-10-01,89,168,Unhealthy
2022-10-01,90.7,169,Unhealthy
2022-10-01,94,170,Unhealthy
2022-10-02,97,172,Unhealthy
2022-10-02,105.8,176,Unhealthy
2022-10-02,115.3,181,Unhealthy
2022-10-02,119.3,183,Unhealthy
2022-10-02,123.3,186,Unhealthy
2022-10-02,129,188,Unhealthy
2022-10-02,122.7,185,Unhealthy
2022-10-02,119.5,184,Unhealthy
2022-10-02,120.8,184,Unhealthy
2022-10-02,113.2,180,Unhealthy
2022-10-02,86.3,166,Unhealthy
2022-10-02,57,151,Unhealthy
2022-10-02,38.7,108,Unhealthy for Sensitive Groups
2022-10-02,29.5,87,Moderate
2022-10-02,33.8,96,Moderate
2022-10-02,21,69,Moderate
2022-10-02,31.3,91,Moderate
2022-10-02,45.3,125,Unhealthy for Sensitive Groups
2022-10-02,65.3,156,Unhealthy
2022-10-02,64,155,Unhealthy
2022-10-02,66.2,156,Unhealthy
2022-10-02,67,156,Unhealthy
2022-10-02,68,157,Unhealthy
2022-10-02,75.7,161,Unhealthy
2022-10-03,85,166,Unhealthy
2022-10-03,87,167,Unhealthy
2022-10-03,85.8,166,Unhealthy
2022-10-03,93.3,170,Unhealthy
2022-10-03,97.3,172,Unhealthy
2022-10-03,94,170,Unhealthy
2022-10-03,91,169,Unhealthy
2022-10-03,72,159,Unhealthy
2022-10-03,81,164,Unhealthy
2022-10-03,81.8,164,Unhealthy
2022-10-03,67.3,157,Unhealthy
2022-10-03,66.7,156,Unhealthy
2022-10-03,58.7,152,Unhealthy
2022-10-03,43,119,Unhealthy for Sensitive Groups
2022-10-03,39.8,111,Unhealthy for Sensitive Groups
2022-10-03,47.2,129,Unhealthy for Sensitive Groups
2022-10-03,62.7,154,Unhealthy
2022-10-03,60.3,153,Unhealthy
2022-10-03,67,156,Unhealthy
2022-10-03,70.2,158,Unhealthy
2022-10-03,72,159,Unhealthy
2022-10-03,75,161,Unhealthy
2022-10-03,66.3,156,Unhealthy
2022-10-03,65.7,156,Unhealthy
2022-10-04,66.7,156,Unhealthy
2022-10-04,59.7,153,Unhealthy
2022-10-04,38,107,Unhealthy for Sensitive Groups
2022-10-04,26,80,Moderate
2022-10-04,24,76,Moderate
2022-10-04,23,73,Moderate
2022-10-04,23.3,74,Moderate
2022-10-04,25.2,78,Moderate
2022-10-04,26.2,80,Moderate
2022-10-04,33.3,95,Moderate
2022-10-04,34.7,98,Moderate
2022-10-04,39,109,Unhealthy for Sensitive Groups
2022-10-04,36.2,102,Unhealthy for Sensitive Groups
2022-10-04,28.7,85,Moderate
2022-10-04,27,82,Moderate
2022-10-04,23.5,74,Moderate
2022-10-04,23.7,75,Moderate
2022-10-04,22.7,73,Moderate
2022-10-04,29.3,87,Moderate
2022-10-04,28,84,Moderate
2022-10-04,26.2,80,Moderate
2022-10-04,23.2,74,Moderate
2022-10-04,20.5,68,Moderate
2022-10-04,27.7,83,Moderate
2022-10-05,31.7,92,Moderate
2022-10-05,30.3,89,Moderate
2022-10-05,29.2,86,Moderate
2022-10-05,28.5,85,Moderate
2022-10-05,30,88,Moderate
2022-10-05,44.3,122,Unhealthy for Sensitive Groups
2022-10-05,39.7,111,Unhealthy for Sensitive Groups
2022-10-05,49,134,Unhealthy for Sensitive Groups
2022-10-05,52.5,142,Unhealthy for Sensitive Groups
2022-10-05,47.7,131,Unhealthy for Sensitive Groups
2022-10-05,40.2,112,Unhealthy for Sensitive Groups
2022-10-05,33.7,96,Moderate
2022-10-05,32.7,94,Moderate
2022-10-05,25,78,Moderate
2022-10-05,25,78,Moderate
2022-10-05,26,80,Moderate
2022-10-05,18,63,Moderate
2022-10-05,16.3,59,Moderate
2022-10-05,15.8,58,Moderate
2022-10-05,15,57,Moderate
2022-10-05,16,59,Moderate
2022-10-05,16.7,60,Moderate
2022-10-05,16.7,60,Moderate
2022-10-05,18,63,Moderate
2022-10-06,17.7,62,Moderate
2022-10-06,18.2,63,Moderate
2022-10-06,22.2,72,Moderate
2022-10-06,24.5,77,Moderate
2022-10-06,26.3,80,Moderate
2022-10-06,35,99,Moderate
2022-10-06,26,80,Moderate
2022-10-06,29.8,88,Moderate
2022-10-06,27.8,84,Moderate
2022-10-06,28.7,85,Moderate
2022-10-06,24.7,77,Moderate
2022-10-06,15,57,Moderate
2022-10-06,12.7,52,Moderate
2022-10-06,12.7,52,Moderate
2022-10-06,16.8,60,Moderate
2022-10-06,15.7,58,Moderate
2022-10-06,16,59,Moderate
2022-10-06,18.7,64,Moderate
2022-10-06,18.8,65,Moderate
2022-10-06,15.2,57,Moderate
2022-10-06,15,57,Moderate
2022-10-06,15,57,Moderate
2022-10-06,17,61,Moderate
2022-10-06,16,59,Moderate
2022-10-07,16.5,60,Moderate
2022-10-07,17.3,61,Moderate
2022-10-07,18.7,64,Moderate
2022-10-07,19.7,66,Moderate
2022-10-07,28.3,85,Moderate
2022-10-07,32.7,94,Moderate
2022-10-07,33,94,Moderate
2022-10-07,34.3,97,Moderate
2022-10-07,46.2,127,Unhealthy for Sensitive Groups
2022-10-07,36.3,102,Unhealthy for Sensitive Groups
2022-10-07,33,94,Moderate
2022-10-07,29.3,87,Moderate
2022-10-07,25.5,79,Moderate
2022-10-07,24.5,77,Moderate
2022-10-07,24,76,Moderate
2022-10-07,25.7,79,Moderate
2022-10-07,26,80,Moderate
2022-10-07,26.3,80,Moderate
2022-10-07,29.5,87,Moderate
2022-10-07,30.5,89,Moderate
2022-10-07,32.5,93,Moderate
2022-10-07,34,97,Moderate
2022-10-07,39,109,Unhealthy for Sensitive Groups
2022-10-07,39.7,111,Unhealthy for Sensitive Groups
2022-10-08,41.5,115,Unhealthy for Sensitive Groups
2022-10-08,41.5,115,Unhealthy for Sensitive Groups
2022-10-08,38.7,108,Unhealthy for Sensitive Groups
2022-10-08,39,109,Unhealthy for Sensitive Groups
2022-10-08,37.3,105,Unhealthy for Sensitive Groups
2022-10-08,33.7,96,Moderate
2022-10-08,34,97,Moderate
2022-10-08,34.7,98,Moderate
2022-10-08,28,84,Moderate
2022-10-08,32.7,94,Moderate
2022-10-08,33.3,95,Moderate
2022-10-08,38,107,Unhealthy for Sensitive Groups
2022-10-08,32.5,93,Moderate
2022-10-08,50.8,138,Unhealthy for Sensitive Groups
2022-10-08,43,119,Unhealthy for Sensitive Groups
2022-10-08,34,97,Moderate
2022-10-08,34,97,Moderate
2022-10-08,29.3,87,Moderate
2022-10-08,28.8,86,Moderate
2022-10-08,30,88,Moderate
2022-10-08,30.3,89,Moderate
2022-10-08,33.7,96,Moderate
2022-10-08,27.8,84,Moderate
2022-10-08,26,80,Moderate
2022-10-09,22.5,72,Moderate
2022-10-09,22.3,72,Moderate
2022-10-09,21.5,70,Moderate
2022-10-09,22.7,73,Moderate
2022-10-09,27,82,Moderate
2022-10-09,27.5,83,Moderate
2022-10-09,25.7,79,Moderate
2022-10-09,23.7,75,Moderate
2022-10-09,22.7,73,Moderate
2022-10-09,20.7,69,Moderate
2022-10-09,23,73,Moderate
2022-10-09,27,82,Moderate
2022-10-09,112.7,180,Unhealthy
2022-10-09,180.3,230,Very Unhealthy
2022-10-09,226.7,276,Very Unhealthy
2022-10-09,263,313,Hazardous
2022-10-09,215.5,265,Very Unhealthy
2022-10-09,190.5,240,Very Unhealthy
2022-10-09,129.2,189,Unhealthy
2022-10-09,29.5,87,Moderate
2022-10-09,26.3,80,Moderate
2022-10-09,22,71,Moderate
2022-10-09,24.5,77,Moderate
2022-10-09,22.8,73,Moderate
2022-10-10,21.7,71,Moderate
2022-10-10,22.7,73,Moderate
2022-10-10,24,76,Moderate
2022-10-10,25,78,Moderate
2022-10-10,24.8,77,Moderate
2022-10-10,29.5,87,Moderate
2022-10-10,33.7,96,Moderate
2022-10-10,53,144,Unhealthy for Sensitive Groups
2022-10-10,54.3,147,Unhealthy for Sensitive Groups
2022-10-10,50.7,138,Unhealthy for Sensitive Groups
2022-10-10,45.5,125,Unhealthy for Sensitive Groups
2022-10-10,30.3,89,Moderate
2022-10-10,26,80,Moderate
2022-10-10,17.3,61,Moderate
2022-10-10,19.7,66,Moderate
2022-10-10,23.5,74,Moderate
2022-10-10,28,84,Moderate
2022-10-10,39.3,110,Unhealthy for Sensitive Groups
2022-10-10,33.3,95,Moderate
2022-10-10,39.7,111,Unhealthy for Sensitive Groups
2022-10-10,42.5,118,Unhealthy for Sensitive Groups
2022-10-10,37,104,Unhealthy for Sensitive Groups
2022-10-10,39,109,Unhealthy for Sensitive Groups
2022-10-10,37.8,106,Unhealthy for Sensitive Groups
2022-10-11,38.2,107,Unhealthy for Sensitive Groups
2022-10-11,37.3,105,Unhealthy for Sensitive Groups
2022-10-11,35.7,101,Unhealthy for Sensitive Groups
2022-10-11,33.3,95,Moderate
2022-10-11,28.5,85,Moderate
2022-10-11,29,86,Moderate
2022-10-11,25,78,Moderate
2022-10-11,25.3,78,Moderate
2022-10-11,32.3,93,Moderate
2022-10-11,42.5,118,Unhealthy for Sensitive Groups
2022-10-11,44.2,122,Unhealthy for Sensitive Groups
2022-10-11,36.8,104,Unhealthy for Sensitive Groups
2022-10-11,22.5,72,Moderate
2022-10-11,34.3,97,Moderate
2022-10-11,41.3,115,Unhealthy for Sensitive Groups
2022-10-11,39,109,Unhealthy for Sensitive Groups
2022-10-11,38,107,Unhealthy for Sensitive Groups
2022-10-11,40.3,112,Unhealthy for Sensitive Groups
2022-10-11,35,99,Moderate
2022-10-11,34.2,97,Moderate
2022-10-11,32,92,Moderate
2022-10-11,35.3,99,Moderate
2022-10-11,37.7,106,Unhealthy for Sensitive Groups
2022-10-11,37.7,106,Unhealthy for Sensitive Groups
2022-10-12,34.2,97,Moderate
2022-10-12,45.8,126,Unhealthy for Sensitive Groups
2022-10-12,50.7,138,Unhealthy for Sensitive Groups
2022-10-12,45,124,Unhealthy for Sensitive Groups
2022-10-12,49.7,135,Unhealthy for Sensitive Groups
2022-10-12,52,141,Unhealthy for Sensitive Groups
2022-10-12,57.8,152,Unhealthy
2022-10-12,68.2,157,Unhealthy
2022-10-12,33,94,Moderate
2022-10-12,34.7,98,Moderate
2022-10-12,34.2,97,Moderate
2022-10-12,33.2,95,Moderate
2022-10-12,32,92,Moderate
2022-10-12,31.5,91,Moderate
2022-10-12,30.7,90,Moderate
2022-10-12,29.3,87,Moderate
2022-10-12,28,84,Moderate
2022-10-12,31.3,91,Moderate
2022-10-12,32,92,Moderate
2022-10-12,41,114,Unhealthy for Sensitive Groups
2022-10-12,48,131,Unhealthy for Sensitive Groups
2022-10-12,47.3,130,Unhealthy for Sensitive Groups
2022-10-12,52.3,142,Unhealthy for Sensitive Groups
2022-10-12,56.7,151,Unhealthy
2022-10-13,52.5,142,Unhealthy for Sensitive Groups
2022-10-13,65.8,156,Unhealthy
2022-10-13,67,156,Unhealthy
2022-10-13,63.5,155,Unhealthy
